"Klima"	"BioV"	"KlW"	"CR_env"	"arr_cr.dum"	"Wiss"	"Gem"	"Bet"	"CR_soc"	"arr_cr.dum"	"Quali"	"WSK"	"Bez"	"CR_eco"	"arr_cr.dum"	"Oeko"	"Soz"	"Wirt"	"CR_crit"	"arr_cr.dum"
0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.459958088881589	0.318917125544763	0.221124785573648	0.116905900567279	"0"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.695523237539275	0.229047541262426	0.0754292211982998	0.0658747887807019	"1"
0.444444444444444	0.111111111111111	0.444444444444444	0	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.0958518861169254	0.595668167491852	0.308479946391222	0.170065381650014	"0"	0.303510347326106	0.518995666499538	0.177493986174356	0.25412025372351	"0"
0.368060328648929	0.549809100815059	0.0821305705360121	0.0739368028079291	"1"	0.459958312570792	0.318918401841815	0.221123285587393	0.483477310190553	"0"	0.493385979847011	0.195800353794232	0.310813666358757	0.187380669754861	"0"	0.761157702416796	0.166233308564659	0.0726089890185446	0.275446595473503	"0"
0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.461538461538462	0.0769230769230769	0.461538461538462	0	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"
0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.493385979847011	0.195800353794232	0.310813666358757	0.187380669754861	"0"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"
0.461538461538462	0.0769230769230769	0.461538461538462	0	"1"	0.120973490382345	0.764112067038517	0.114914442579138	0.00227659586413074	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.539614953329118	0.296960980633101	0.163424066037781	0.316760173259694	"0"
0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.454545454545455	0.0909090909090909	0.454545454545455	3.82835525732813e-16	"1"	0.0586047667145038	0.701489088558554	0.239906144726942	0.254120253723509	"0"	0.461538461538462	0.461538461538462	0.0769230769230769	-7.65671051465625e-16	"1"
0.0716036968923828	0.45227469809388	0.476121605013737	0.00227659586413151	"1"	0.461538461538462	0.0769230769230769	0.461538461538462	0	"1"	0.476121605013737	0.0716036968923828	0.45227469809388	0.00227659586413419	"1"	0.466666666666667	0.466666666666667	0.0666666666666667	3.82835525732813e-16	"1"
0.466469858366229	0.433032257161925	0.100497884471846	0.004771648050429	"1"	0.19052660399439	0.740878766806336	0.0685946291992736	0.306595162109175	"0"	0.219225890672431	0.723865745153119	0.0569083641744499	0.316760173259692	"0"	0.499505601285534	0.414503001510684	0.0859913972037818	0.0300841943567747	"1"
0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"
0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.296960980633101	0.539614953329118	0.163424066037781	0.316760173259693	"0"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.747268736646486	0.0587482347179135	0.193983028635601	0.316760173259696	"0"
