"Envi"	"Soci"	"Econ"	"CR_crit"	"arr_cr.dum"	"Clim"	"BDiv"	"CiEc"	"CR_env"	"arr_cr.dum"	"KEdu"	"Comm"	"Part"	"CR_soc"	"arr_cr.dum"	"Qual"	"LVCs"	"Affo"	"CR_eco"	"arr_cr.dum"
0.774086226960222	0.169947873249346	0.0559658997904324	0.415516750003724	"0"	0.72905184998654	0.220796574135012	0.0501515758784478	0.316760173259692	"0"	0.791734526559279	0.159853465676944	0.0484120077637767	0.316760173259695	"0"	0.0530816266668754	0.7716461223594	0.175272250973725	0.316760173259693	"0"
0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"
0.137848726913196	0.129720618560699	0.732430654526105	0.00318499833072436	"1"	0.166944639532131	0.769687581380071	0.0633677790877977	0.15252434650533	"0"	0.694703613856046	0.237585523025964	0.0677108631179895	0.254120253723509	"0"	0.237585523025964	0.694703613856046	0.0677108631179895	0.254120253723507	"0"
0.706665824234054	0.241676581314174	0.0516575944517722	0.25412025372351	"0"	0.166666666666667	0.666666666666667	0.166666666666667	0	"1"	0.444444444444444	0.444444444444444	0.111111111111111	0	"1"	0.156181806435446	0.658644186366873	0.185174007197682	0.0250549713779626	"1"
0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"
0.722296821276213	0.0727177356370477	0.20498544308674	0.10664938377317	"0"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.714285714285714	0.142857142857143	0.142857142857143	7.65671051465625e-16	"1"	0.148835964814823	0.690835352324467	0.16032868286071	0.00477164805043014	"1"
0.490085224619762	0.450702658230211	0.059212117150027	0.00605324580166688	"1"	0.291061547036875	0.556783488934607	0.152154964028518	0.375594087368189	"0"	0.195800353794232	0.310813666358757	0.493385979847011	0.187380669754861	"0"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"
0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.2478486291161	0.0637371894190742	0.688414181464826	0.306595162109176	"0"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.142407051017526	0.678171307757639	0.179421641224835	0.0462254964473917	"1"
0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"
0.466469858366229	0.433032257161925	0.100497884471846	0.004771648050429	"1"	0.177410360148637	0.519118285973628	0.303471353877734	1.09139045478293	"0"	0.0779588238280383	0.287202762651766	0.634838413520195	0.0810475069185608	"1"	0.119388534603476	0.747052831924315	0.13355863347221	0.0108555837741084	"1"
0.486922185248141	0.435261462710258	0.0778163520416013	0.0108555837741069	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.135010478062891	0.584156409306015	0.280833112631095	0.116905900567279	"0"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"
0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.0800028491810941	0.700774858811141	0.219222292007765	0.557267853741587	"0"	0.163424066037781	0.539614953329118	0.296960980633101	0.316760173259693	"0"
0.280830076948617	0.584160843876541	0.135009079174842	0.483477310190553	"0"	0.450702658230211	0.490085224619762	0.059212117150027	0.00605324580166496	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.499505601285534	0.0859913972037818	0.414503001510684	0.0300841943567735	"1"
0.310813666358757	0.493385979847011	0.195800353794232	0.187380669754859	"0"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.376396716997127	0.474230146867552	0.149373136135321	0.0462254964473898	"1"	0.221124785573648	0.318917125544763	0.459958088881589	0.116905900567278	"0"
0.461538461538462	0.461538461538462	0.0769230769230769	-7.65671051465625e-16	"1"	0.163424066037781	0.539614953329118	0.296960980633101	0.316760173259693	"0"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"
0.539614953329118	0.296960980633101	0.163424066037781	0.316760173259694	"0"	0.0859913972037818	0.414503001510684	0.499505601285534	0.0300841943567739	"1"	0.518995666499538	0.303510347326106	0.177493986174356	0.254120253723513	"0"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"
0.189642235363965	0.547331167563827	0.263026597072207	1.06136187740529	"0"	0.296960980633101	0.539614953329118	0.163424066037781	0.316760173259693	"0"	0.291061547036875	0.556783488934607	0.152154964028518	0.375594087368189	"0"	0.0716036968923828	0.45227469809388	0.476121605013737	0.00227659586413151	"1"
0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"
0.296960980633101	0.539614953329118	0.163424066037781	0.316760173259693	"0"	0.55773070936664	0.290450513834864	0.151818776798496	1.66601861489325	"0"	0.79859614261667	0.0964864190485761	0.104917438334754	0.00605324580166496	"1"	0.0526311045303542	0.210528373939851	0.736840521529794	0.431034482758621	"0"
0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"
0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.310813666358757	0.493385979847011	0.195800353794232	0.187380669754859	"0"	0.195800353794232	0.493385979847011	0.310813666358757	0.187380669754861	"0"
0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"
0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.059212117150027	0.490085224619762	0.450702658230211	0.00605324580166611	"1"
0.710745301956245	0.243071757896251	0.0461829401475044	0.254120253723511	"0"	0.142857142857143	0.714285714285714	0.142857142857143	0	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"
0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"	0.444444444444444	0.444444444444444	0.111111111111111	0	"1"	0.13355863347221	0.747052831924315	0.119388534603476	0.0108555837741095	"1"	0.333333333333333	0.333333333333333	0.333333333333333	-3.82835525732813e-16	"1"
